ID,Unique_ID,State_UT,District,Disease_Illness,No_of_Cases,No_of_Deaths,Date_of_Start_of_Outbreak,Date_of_Reporting,Current_Status,Comments_Action_Taken,Source_Table,Source_PDF,Northeast_State
137,AS/MAR/2019/36/1133,Assam,Marigaon,Acute Diarrheal Disease,16.0,0.0,30-08-19,06-09-19,Under Control,"Cases reported from Village/SC Goriabori, PHC Laharighat. District RRT investigated the outbreak. House to house survey done. 1 stool sample and 2 rectal swabs collected; showed growth of normal commensal. Out of 3 water samples collected; 2 samples were non potable. All cases treated symptomaticall...",2,82656745161572606554.pdf,Assam
138,AS/TIN/2019/36/1134,Assam,Tinsukia,Cholera,16.0,0.0,30-08-19,06-09-19,Under Control,"Cases reported from Village Tingrai Bangali Gaon, HWC Hebeda, BPHC Hapjan. District RRT investigated the outbreak. House to house survey done. 1 stool sample collected and sent to AMCH; was positive for cholera (Ogawa) by culture. 2 water samples collected; result awaited. ORS packets and halogen ta...",2,82656745161572606554.pdf,Assam
139,AS/SNT/2020/15/258,Assam,Sonitpur,Food Poisoning,6.0,0.0,11-04-20,13-04-20,Under Surveillance,"Cases reported from Village Bordekorai No-1, SC Bordekorai H&HC, Block North Jamuguri. District RRT investigated the outbreak. House to house survey conducted. Cases presented with loss of appetite and loose stools. All cases were from 02 families of same village. A single food sample was collected ...",3,82748353081596538437.pdf,Assam
140,AR/ERN/2019/23/0586,Arunachal Pradesh,Kra Daadi,Acute Diarrheal Disease,10.0,6.0,01-01-19,07-01-19,Under Investigation,"Cases reported from Village Dimum Puring School, Palin Town, under CHC Palin. District RRT investigated the outbreak. All affected children were taken back by parents. No samples could be taken. Contaminated food and water were probable sources of infection. Health education given regarding safe dri...",1,85360816881563359501.pdf,Arunachal Pradesh
141,AR/LHT/2019/17/0416,Assam,Bongaigaon,Food Poisoning,7.0,0.0,01-01-19,07-01-19,Under Investigation,"Cases reported from Village New Bongaigaon, SC Bhawlaguri, PHC Bongaigaon. District RRT investigated the outbreak. Active search of cases done. Cases consumed food (rice & mixture of Prawn & Pumpkin) in morning and presented symptoms with vomiting and loose motion. Cases treated at Bongaigaon CHC. H...",2,88599375341559045751.pdf,Arunachal Pradesh
142,AS/KOK/2019/17/0418,Assam,Kokrajhar,Food Poisoning,7.0,0.0,01-01-19,07-01-19,Under Investigation,"Cases reported from Village New Dhardhara, SC Nandipur, PHC Kachugaon, CHC Kachugaon. District RRT investigated the outbreak. Active search of cases done. Cases consumed food (wild mushroom) and presented symptoms with vomiting and loose motion. 02 stool samples were collected and sent to DPHL, Kokr...",2,88599375341559045751.pdf,Assam
143,AS/DBG/2020/06/0101,Assam,Dibrugarh,Acute Diarrheal Disease,25.0,0.0,02-02-20,02-02-20,Under Control,"Cases reported from Village Jarai Kharuwa Pather, PHC/Block Panitola. District RRT investigated the outbreak. Active case search done. A total of 02 rectal swab sample collected sent to Microbiology Department AMCH Dibrugarh, result 01 sample Vibrio cholera O1 Ogawa type. A total of 02 water samples...",3,8960781311589282489.pdf,Assam
144,AS/DAR/2019/46/1509,Assam,Darrang (Mangaldoi),Acute Diarrheal Disease,14.0,11.0,01-01-19,07-01-19,Under Investigation,"Cases reported from Village Mazgaon, SC Daipam, BPHC Kharupatia. District RRT investigated the outbreak. House to house survey done. Cases presented symptoms of loose motion and vomiting. On death occurred in a 3yr old male child on 11th November 2019. 1 rectal swab was collected and sent to DPHL Da...",2,90035950711578899621.pdf,Assam
145,AS/KMM/2020/44/450,Assam,Kamrup Metro,Acute Diarrhoeal Disease,21.0,0.0,25-10-20,28-10-20,Under Control,"Cases reported from Village Sankargog, Bidyanagar, PHC Khetri, BPHC Sonapur. District RRT investigated the outbreak. House to house survey done. 5 stool sample collected and sent to DPHL Sonapur showed growth of normal commensal. Water samples collected and sent to DPHL Sonapur; were found non potab...",3,90708520581607945512.pdf,Assam
146,AS/NGO/2020/44/451,Assam,Nagaon,Acute Diarrhoeal Disease,21.0,0.0,25-10-20,28-10-20,Under Control,"Cases reported from Village Salona Tea Estate, BPHC/PHC Simonabasti. District RRT investigated the outbreak. House to house survey done. 1 stool sample collected and sent to DPHL, Nagaon showed growth of normal commensal. Water samples (well water & tube well water) collected and sent to DPHL Sonapu...",3,90708520581607945512.pdf,Assam
147,AS/LKM/2021/08/0086,Assam,Lakhimpur,Food Poisoning,24.0,1.0,20-02-21,21-02-21,Under Surveillance,"Cases reported from Village 2-no Dhemagarh, Krishnapur under Nowboicha. Cases presented with loose motion, stomach pain and nausea. 05 rectal swabs were sent for culture and sensitivity test and all showed growth of E. Coli. 01 water sample was sent for MPN test and was found unfit for drinking. Dis...",3,92677823771621846952.pdf,Assam
148,AS/JRT/2019/42/1328,Assam,Jorhat,Food Poisoning,86.0,0.0,17-10-19,18-10-19,Under Control,"Cases reported from Village Bhekeli Gaon, SC Dhodang, BPHC Kamalabari. District RRT investigated the outbreak. Active search for cases done. Cases consumed food (chana) in a social ceremony and presented symptoms of vomiting and loose motion. 5 stool and 2 water samples collected. Food samples colle...",1,95714695921576827903.pdf,Assam
149,AR/KDI/2022/26/491,Arunachal Pradesh,Kra Daadi,Acute Diarrheal Disease,1.0,7.0,01-01-22,07-01-22,Under Control,"Cases reported from Government Residential School, Yaglung. Cases presented with loose stools and vomiting. One water sample was sent for lab analysis and was found to be fit for drinking purpose. District RRT investigated the outbreak and house to house survey was conducted. All cases were given sy...",3,97322230781664263759.pdf,Arunachal Pradesh
150,AS/DAR/2025/23/959,Assam,Darrang,Food Poisoning,6.0,6.0,01-01-25,07-01-25,Under Surveillance,"Cases were reported from Mowamari, Gossaingaon, Sub-District Mangaldoi (Pt), District Darrang. Cases presented with loose motion and vomiting. 1 water sample was tested and found fit for potable purpose. District RRT investigated the outbreak. All the cases developed the symptoms after having food a...",2,97741154541754032704.pdf,Assam
151,AS/DAR/2025/23/960,Assam,Darrang,Food Poisoning,6.0,6.0,01-01-25,07-01-25,Under Surveillance,"Cases were reported from Village Kamargaon, Sub-District Pathorighat (Pt), District Darrang. Cases presented with loose motion and vomiting. 8 rectal swabs and 1 water sample were collected and sent to IPHL Darrang. Rectal swab did not show growth of any pathogenic organism. Water sample found fit f...",2,97741154541754032704.pdf,Assam
152,AS/NCH/2020/41/444,Assam,Dima Hasao,Food Poisoning,60.0,0.0,11-10-20,11-10-20,Under Control,Cases reported from Village Borolangtheng. PHC Umrangso BPHC Gunjung. District RRT investigated the outbreak. House to house survey conducted. Cases presented with vomiting and loose stools after consuming pork. Veterinary department was informed about the event. All cases treated. Health education ...,3,99595557981606195263.pdf,Assam
153,AS/CCR/2017/7/0166,Assam,Cachar,Acute Diarrheal Disease,12.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from BPHC Jalalpur, MPHC Katigorah. District RRT investigated the outbreak. House to house survey done. Health camp organized and all cases treated symptomatically. Health education given.",4,2017_072017.pdf,Assam
154,AS/DAR/2017/11/0335,Assam,Darrang,Food Poisoning,28.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Village Hirapara, BPHC/MPHC Dhula, SC Middle Hirapara. District RRT investigated the outbreak. House to house survey done. Al cases had consumed food in a MDM. Food samples and 01 Water sample collected and send to District level Laboratory PHE Department; Result awaited. All cas...",3,2017_112017.pdf,Assam
155,AS/NGO/2017/14/0451,Assam,Barpeta,Food Poisoning,63.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from VillageHahchara, SC Bagodi, PHC/BPHC Nagon. DistrictRRT investigated the outbreak. All cases had consumed Mid Day Meal at Hahchara L P school. All 05 Water samples found potable. Food samples collected, and sent for testing, result awaited. Health camp organized and all cases tre...",3,2017_142017.pdf,Assam
156,AS/CRG/2017/15/0491,Assam,Chirang,Acute Diarrheal Disease,12.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Village Namalpara, SC Sidli NSC, BPHC Sidli Health. District RRT investigated the outbreak. House to house survey done. 01 Water sample tested at FAMC, Barpeta; found non-potable. All cases treated symptomatically. Health education given.",3,2017_152017.pdf,Assam
157,AS/DAR/2017/16/0533,Assam,Darrang,Food Poisoning,27.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village Patharighat. BPHC Hengalpara. Mphc Majorchubaa. District RRT investigated the outbreak. House to house survey done. All cases had consumed common food containing Rice, Dal and Broiler chicken at Bihu festival. 01 Water sample found potable. Health camp organized and all c...",3,2017_162017.pdf,Assam
158,AS/GLG/2017/16/0534,Assam,Golaghat,Food Poisoning,21.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from PHC Merapani CHC, Block Kamarbandha. District RRT investigated the outbreak. House to house survey done. Health camp organized and all cases treated symptomatically. Health education given.",3,2017_162017.pdf,Assam
159,AS/NLB/2017/17/0582,Assam,Nalbari,Food Poisoning,31.0,0.0,01-01-17,07-01-17,Under Surveillance,Cases reported from Village Chegnoi and Bistipur. SC Chengnoi. PHC Kamaruchi. District RRT investigated the outbreak. House to house survey done. All cases had consumed curd and rasgulla at a social ceremony. Health camp organized and all cases treated symptomatically. Health education given.,3,2017_172017.pdf,Assam
160,AS/BPT/2017/18/0627,Assam,Barpeta,Food Poisoning,15.0,0.0,01-01-17,07-01-17,Under Control,Cases reported from Village/SC Balarpather & Guniyaguri. PHC Kalgachia. District RRT investigated the outbreak. House to house survey done. All cases consumed curd rice at a family gathering. Food samples were not collected for lab examination. All cases treated symptomatically. Health education giv...,3,2017_182017.pdf,Assam
161,AH/GLP/2017/18/0630,Assam,Golaghat,Food Poisoning,16.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Village Sewaguri, SC Kordoiguri, PHC Sarupathar. District RRT investigated the outbreak. House to house survey done. All case consumed food in a funeral function. 04 stool samples collected and sent to DPL Golghat, 1 sample found positive for E.coli. All cases treated symptomatic...",3,2017_182017.pdf,Assam
162,AS/BKA/2017/19/0675,Assam,Baksa,Food Poisoning,234.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from PHC Tupola Baganpara, BPHC Musalpur, Barama. District RRT investigated the outbreak. House to house survey done. All the cases consumed prasad in a religious function. Out of 4 stool sample collected and tested at DPHL Nalbari, 2 samples showed growth of Salmonella. Cases treated...",3,2017_192017.pdf,Assam
163,AS/KRG/2017/20/0705,Assam,Karimganj,Acute Diarrheal Disease,12.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Village/SC Sekikanishail. Block Nilambazar. District RRT investigated the outbreak. House to house survey done. All 04 stool samples tested at SMCH Silchar, found negative for enteric pathogens. All cases treated symptomatically. Health education given.",3,2017_202017.pdf,Assam
164,AS/DBG/2017/20/0707,Assam,Dibrugarh,Food Poisoning,148.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Village Tengapathar, SC Rajgarh, PHC Naharani. District RRT investigated the outbreak. House to house survey done. All cases had consumed food in a religious ceremony. All 4 rectal swabs showed growth of Shigella flexneri type VI on culture at AMCH Dilbrugarh. Health camp organiz...",3,2017_202017.pdf,Assam
165,AS/SNT/2017/21/0749,Assam,Sonitpur (Tezpur),Acute Diarrheal Disease,48.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Villages Amloga Bamunjulli, SC Uttar Amloga, CHC Chariduar. District RRT investigated the outbreak. House to house survey done. Out of 03 stool samples collected sent to GMCH, Guwahati, 02 stool samples showed growth of Shigella flexneri. All cases treated symptomatically. Health...",3,2017_212017.pdf,Assam
166,AS/NGO/2017/21/0750,Assam,Nagaon,Food Poisoning,11.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Village/SC Jamuguri. BPHC Buragohaithan. District RRT investigated the outbreak. House to house survey done.1 water sample collected and sent to DPHL, Nagaon, was not potable. Health camp organized and all cases treated symptomatically. Health education given.",3,2017_212017.pdf,Assam
167,AS/TIN/2017/23/0833,Assam,Tinsukia,Acute Diarrheal Disease,22.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Village Deohall TE Line No- 10, 12, Old Line,SC Matiakhona, PHC Hapjan. District RRT investigated the outbreak. House to house survey done. 01 stool sample tested at AMCH, Guwahati, found negative for enteric pathogens. All cases treated symptomatically. Health education given.",3,2017_232017.pdf,Assam
168,AR/WKM/2017/24/0863,Arunachal Pradesh,West Kameng,Suspected Typhoid,10.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Sharda Mission School, Village Khassow, Block Dirang. DistrictRRT investigated the outbreak. House to house survey done. All cases were between 7-14 years of age. Out of 7 samples tested, at District Hospital Bomdila, 03 were positive by Widal test and one positive by Typhi Dot t...",3,2017_242017.pdf,Arunachal Pradesh
169,AS/BPT/2017/26/0935,Assam,Barpeta,Food Poisoning,63.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Village Bhatuamari Tup, SC Boriguri & Kundabari, PHC Barpeta Road. District RRT investigated the outbreak. House to house survey done. 03 stool and 04 water samples collected sent to AMCH; result awaited. Health camp organized and all cases treated symptomatically. Health educati...",3,2017_262017.pdf,Assam
170,AS/BPT/2017/34/1226,Assam,Barpeta,Food Poisoning,3.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Village Bhalukabada Pachim Para, SC Bhalukabada, PHC Sorbhog. District RRT investigated the outbreak. House to house survey done. All cases had consumed Prasad and Khichdi at a religious ceremony.3 water samples tested negative by H2S test. Food samples sent to The Food Analyst t...",3,2017_342017.pdf,Assam
171,AS/DBG/2017/3/1251,Assam,Dibrugarh,Cholera,24.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village Manipuribam Gaon, SC Namphakial, PHC/Block Naharani. District RRT investigated the outbreak. House to house survey done.All 04 rectal swabs tested positive for vibrio cholera and water samples tested non potable at AMCH, Dibrugarh. All cases treated symptomatically. Healt...",3,2017_352017.pdf,Assam
172,AS/KMR/2017/3/1252,Assam,Kamrup,Acute Diarrheal Disease,16.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village Dakhin Singra, SC Dakhin Singra, PHC Hajo. District RRT investigated the outbreak. House to house survey done. 02 water samples tested non potable, 01 food sample showed growth of Bacillus subtilis and normal flora growth on 01 stool sample at GMCH Guwahati. All cases tre...",3,2017_352017.pdf,Assam
173,AS/TIN/2017/3/1253,Assam,Tinsukia,Acute Diarrheal Disease,280.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village Bozalani Tea Estate, SC Langkachi, PHC Hapjan. District RRT investigated the outbreak. House to house survey done. No significant enteric bacterial pathogen could be isolated from the three stool samples at AMCH Dibrugarh and result of 02 water samples awaited. All cases ...",3,2017_352017.pdf,Assam
174,AS/LKM/2017/36/1288,Assam,Lakhimpur,Food Poisoning,48.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village 2 No Kolakhowa, SC Rohali, PHC Nowboicha. District RRT investigated the outbreak. House to house survey done. All cases had consumed Prasad in a religious ceremony. All 14 rectal swabs/stool samples showed growth of E Coli and 3 water samples tested potable. Health camp o...",3,2017_362017.pdf,Assam
175,AS/NGO/2017/37/1321,Assam,Nagaon,Acute Diarrheal Disease,13.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village Satarbasti, SC Udmari, PHC Samaguri. District RRT investigated the outbreak. House to house survey done. 01 water sample tested at DPHL Nagaon, found non potable. All cases treated symptomatically. Health education given.",3,2017_372017.pdf,Assam
176,AS/BKA/2017/38/1358,Assam,Baksa,Food Poisoning,22.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village Bhebla Boropara, PHC/Block Jalah. District RRT investigated the outbreak. House to house survey done. Health camp organized in the school and all cases treated symptomatically. Health education given.",3,2017_382017.pdf,Assam
177,AS/SNT/2017/40/1417,Assam,Sonitpur (Tezpur),Acute Diarrheal Disease,11.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village Line No-10, Rupajuli, PHC Rangapara. District RRT investigated the outbreak. House to house survey done. All 05 stool samples showed growth of normal flora and all 04 water samples tested potable by MPN test at GMCH, Guwahati. All cases treated symptomatically. Health edu...",3,2017_402017.pdf,Assam
178,AS/GLG/2017/43/1499,Assam,Golaghat,Dysentery,8.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village Molai Kumar, SC Kuralguri, PHC/Block Missamora. District RRT investigated the outbreak. House to house survey done. No growth observed on culture of 02 stool samples at District Priority Laboratory Golaghat. All cases treated symptomatically. Health education given.",3,2017_432017.pdf,Assam
179,AS/NGO/2017/43/1500,Assam,Nagaon,Acute Diarrheal Disease,17.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village/SC AmonI, PHC Samaguri. District RRT investigated the outbreak. House to house survey done. All 03 rectal swabs show growth of E Coli at DPHL, Nagaon. All cases treated symptomatically. Health education given. Deceased were 18 year old male and 4.6 year old female.",3,2017_432017.pdf,Assam
180,AR/LDV/2017/46/1584,Arunachal Pradesh,Lower Dibang Valley,Acute Gastroenteritis,39.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village Meka And Roing. District RRT investigated the outbreak. House to house survey done. 09 water samples collected and sent for testing, result awaited. All cases treated symptomatically. Health education given.",3,2017_462017.pdf,Arunachal Pradesh
181,AS/GLG/2017/46/1585,Assam,Golaghat,Food Poisoning,50.0,0.0,01-01-17,07-01-17,Under Surveillance,"Cases reported from Village1 No Duliabasti LP School, SC Khonikar, PHC Missamora, Block- Missamora. District RRT investigated the outbreak. House to house survey done. Food samples collected by Food Safety Officer and sent to laboratory for confirmation. Result Awaited. Health camp organized in the ...",3,2017_462017.pdf,Assam
182,AS/NLB/2017/47/1609,Assam,Nalbari,Acute Diarrheal Disease,2.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Village Bar-Azara, SC Chandkuchi, PHC Chandkuchi. District RRT investigated the outbreak. House to house survey done. 2 water samples tested by H2S strip found potable. One stool sample collected and tested and found negative for Cholera. All cases treated symptomatically. Health...",3,2017_472017.pdf,Assam
183,TR/AGT/2017/48/1643,Tripura,West Tripura,Food Poisoning,9.0,0.0,01-01-17,07-01-17,Under Control,"Cases reported from Village Sri Krishna Mandir Para, Gangagati Pur & Tulakona, Block Mohanpur. District RRT investigated the outbreak. House to house survey done. Food samples collected sent to SRL (AGMC), IDSP; result awaited. Health camp organized and all cases treated symptomatically. Health educ...",3,2017_482017.pdf,Tripura
184,AS/UAL/2017/52/1698,Assam,Udalguri,Acute Diarrheal Disease,28.0,0.0,01-01-17,07-01-17,Under control,"Cases reported from Village All Rabha Sahitya Sabha, CHC Tangla, PHC Udalguri. District RRT investigated the outbreak. House to house survey done. Health camp organized and all cases treated symptomatically. Health education given.",3,2017_522017.pdf,Assam
185,AS/DBG/2018/01/0001,Assam,Dibrugarh,Food Poisoning,62.0,0.0,02-01-18,04-01-18,Under Control,"Cases reported from Village Gerekoni Gaon, PHC & Block Naharani. District RRT investigated the outbreak. House to house survey done. All 04 rectal swabs collected were found negative for cholera culture. 02 water samples collected were found potable. Health camp organized and all cases treated sympt...",3,2018_012018.pdf,Assam
186,AR/EKM/2018/06/0136,Arunachal Pradesh,East Kameng,Acute Diarrheal Disease,9.0,0.0,05-02-17,06-02-17,Under Surveillance,"Cases reported from Village Fengche, SC Pampoli. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",3,2018_062018.pdf,Arunachal Pradesh
187,AS/LKM/2018/08/0208,Assam,Lakhimpur,Suspected Food Poisoning,0.0,0.0,01-01-18,07-01-18,Under Surveillance,"Cases reported from Village Jaeahar Navodaya Vidyalaya, PHC Bihpuria Affected. District RRT investigated the outbreak. Cases complained of fever, vomiting, abdominal pain and diarrhea. 05 rectal swabs collected for culture and sensitivity showed growth of E. coli . H2S and MPN test of water collecte...",4,2018_082018.pdf,Assam
188,AS/JRT/2018/11/305,Assam,Jorhat,Cholera,21.0,0.0,12-03-18,14-03-18,Under Control,"Cases reported from Titabor BPHC, CHC Borhulla Tea estate. District RRT investigated the outbreak. House to house survey done. The community consumed water from tubewell as well as piped water supply provided by PHE. 2 stool sample sent to JMCH showed growth of Vibrio cholerae (O1 Ogawa). 5 water sa...",3,2018_112018.pdf,Assam
189,AS/DHU/2018/14/413,Assam,Dhubri,Food Poisoning,25.0,0.0,31-03-18,06-04-18,Under Control,"Cases reported from a school in Village Koimari Part 5, SC Kathalituli, PHC Halakura. District RRT investigated the outbreak. House to house survey done. All the children consumed food (mid-day meal) and presented with loose motion and vomiting. No food samples were collected. Health camp organized ...",3,2018_142018.pdf,Assam
190,AS/DHU/2018/18/592,Assam,Dhubri,Acute Diarrheal Diseases,3.0,5.0,01-01-18,07-01-18,Under Control,"Cases reported from Village 110 BSF Camp, Panbari. District RRT investigated the outbreak. House to house survey done. 04 water and 03 stool samples collected and sent for testing to DPHL Dhubri; Result Awaited. All cases treated symptomatically. New RO water supply installed. Relevant health educat...",3,2018_182018.pdf,Assam
191,AS/NLB/2018/20/653,Assam,Nalbari,Acute Diarrheal Diseases,8.0,0.0,19-05-18,19-05-18,Under Surveillance,"Cases reported from Village Balikaria, SC Lokhopur, PHC Chamata, BPHC Chamata. District RRT investigated the outbreak. House to house survey done. 03 Drinking water and 01 stool samples sent to DPHL Nalbari; result awaited. All cases treated symptomatically. Health education given on personal hygien...",3,2018_202018.pdf,Assam
192,AS/SNT/2018/20/654,Assam,Sonitpur,Typhoid,8.0,0.0,19-05-18,19-05-18,Under Surveillance,"Cases reported from Village Bhutpara, Alisinga, Ward No-1, Balisia, SC Polashbosti, Mijibari, Balisia, CHC/PHC Dhekiajuli. District RRT investigated the outbreak. House to house survey done. 12 Water samples collected for MPN test; results awaited. All cases treated symptomatically. Relevant health ...",3,2018_202018.pdf,Assam
193,AS/UAL/2018/22/729,Assam,Udalguri,Acute Diarrheal Diseases,47.0,0.0,29-05-18,31-05-18,Under Surveillance,"Cases reported from Village Old Line & New Line, Mazbat Tea estate, Block Orang PHC Orang, SC Mazbat TE. District RRT investigated the outbreak. House to house survey done. Age distribution of cases; 02 water samples sent for chemical and MPN Test to GMCH Microbiological Lab; result awaited. All cas...",3,2018_222018.pdf,Assam
194,AS/LKM/2018/38/1259,Assam,Lakhimpur,Food Poisoning,16.0,9.0,01-01-18,07-01-18,Under Control,"Cases reported from Village Baghe Dhopolia, SC Bhakatia, BPHC Dhakuakhana Hula. District RRT investigated the outbreak. House to house survey done. Cases consumed Prasad in a social ceremony. All cases presented with loose motion and pain abdomen. All 4 rectal swabs were negative for enteropathogens...",2,2018_382018.pdf,Assam
195,AR/LDV/2018/41/1349,Arunachal Pradesh,Lower Dibang Valley,Viral Hepatitis A,3.0,10.0,01-01-18,07-01-18,Under Surveillance,"Cases reported from Vivekananda Kendra Vidyalaya (VKV), Roing. District RRT investigated the outbreak. House to house survey done. Out of 4 blood samples collected and sent to RMRC-ICMR, Dibrugarh, Assam; 3 samples were positive for Hepatitis A (IgM antibody by ELISA). All cases treated symptomatica...",2,2018_412018.pdf,Arunachal Pradesh
196,AS/DAR/2018/41/1350,Assam,Darrang,Food Poisoning,11.0,10.0,01-01-18,07-01-18,Under Control,"Cases reported from Village Borongabari, SC Kaupori, BPHC Jaljali. District RRT investigated the outbreak. House to house survey done. All cases consumed food in a social ceremony. 2 rectal swabs were collected and sent to DPHL, Darrang; result awaited. All the cases treated symptomatically. Health ...",2,2018_412018.pdf,Assam
197,AS/DAR/2018/42/1370,Assam,Darrang (Mangaldoi),Food Poisoning,34.0,0.0,02-10-18,15-10-18,Under Control,"Cases reported from Village Ramgaon, SC Barampur, PHC/Block Patharighat. District RRT investigated the outbreak. House to house survey done. All cases consumed food (daal, panner and curds) in a religious ceremony (puja) and presented vomiting and pain in abdomen.",2,2018_422018.pdf,Assam
198,AS/JRT/2018/42/1371,Assam,Jorhat,Suspected Typhoid,34.0,0.0,02-10-18,15-10-18,Under Control,Cases reported from Jorhat Urban. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.,2,2018_422018.pdf,Assam
199,AS/KMR/2018/48/1518,Assam,Kamrup,Food Poisoning,26.0,11.0,01-01-18,07-01-18,Under Control,"Cases reported from Village Madanpur, SC Chutiaparar, SD Dorakohora, PHC/Block Kamalpur. District RRT investigated the outbreak. Active search of cases done. All cases consumed food in a birth ceremony and presented symptoms with vomiting, loose motion. 01 water sample and 1 stool sample collected a...",2,2018_482018.pdf,Assam
